date,patch,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,length,blue_gold,blue_kills,blue_towers,blue_dragons,blue_barons,blue_rift_heralds,red_gold,red_kills,red_towers,red_dragons,red_barons,red_rift_heralds
2021-08-22 09:48:00,11.16,T1,Gen.G,T1,"Irelia,Azir,Renekton,Kennen,Xin Zhao","Jayce,Viego,Lee Sin,Leona,Kalista","Gnar,Nidalee,Ryze,Jinx,Braum","Camille,Jarvan IV,Syndra,Aphelios,Thresh","Canna,Oner,Faker,Teddy,Keria","Rascal,Clid,Bdd,Ruler,Life",51:10,93199,20,9,4,2,2,85037,7,7,2,2,0
2021-08-22 09:23:00,11.15,Team WE,EDward Gaming,Team WE,"Lee Sin,Irelia,Aphelios,Rakan,Braum","Jayce,Camille,Ziggs,Gangplank,Kalista","Dr. Mundo,Olaf,LeBlanc,Ezreal,Trundle","Kennen,Xin Zhao,Lulu,Varus,Leona","Breathe,beishang,Shanks,Elk,Missing","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",43:56,80031,14,9,2,2,,70100,13,4,4,0,
2021-08-22 08:48:00,11.16,T1,Gen.G,T1,"Irelia,Azir,Renekton,Syndra,Orianna","Jayce,Viego,Lee Sin,Gnar,Kennen","Gwen,Xin Zhao,Ryze,Ashe,Leona","Sett,Jarvan IV,Zoe,Aphelios,Thresh","Canna,Oner,Faker,Teddy,Keria","Rascal,Clid,Bdd,Ruler,Life",36:43,70062,18,11,4,1,1,58406,8,3,2,0,1
2021-08-22 08:08:00,11.16,Gen.G,T1,Gen.G,"Viego,Jayce,Twisted Fate,Braum,Trundle","Kalista,Ashe,Leona,Ryze,Ornn","Kennen,Lee Sin,Azir,Aphelios,Thresh","Renekton,Nidalee,Irelia,Varus,Rell","Rascal,Clid,Bdd,Ruler,Life","Canna,Oner,Faker,Teddy,Keria",32:11,64204,16,11,2,2,2,51746,6,1,2,0,0
2021-08-22 00:52:00,11.15,Team Liquid,100 Thieves,Team Liquid,"Viego,Diana,Lee Sin,Syndra,Ryze","Thresh,Bard,Trundle,Braum,Ziggs","Jayce,Xin Zhao,LeBlanc,Varus,Tahm Kench","Ornn,Olaf,Twisted Fate,Kalista,Leona","Alphari,Santorin,Jensen,Tactical,CoreJJ","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi",32:52,59599,18,7,2,1,0,51844,9,2,3,0,2
2021-08-21 23:59:00,11.15,100 Thieves,Team Liquid,Team Liquid,"Thresh,Trundle,Syndra,Rell,Jayce","Aphelios,Diana,Viego,Ornn,Renekton","Gnar,Xin Zhao,Orianna,Tristana,Leona","Camille,Olaf,Ryze,Kalista,Bard","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi","Alphari,Santorin,Jensen,Tactical,CoreJJ",30:06,50045,3,4,2,0,2,56755,10,7,2,1,0
2021-08-21 22:53:00,11.15,100 Thieves,Team Liquid,100 Thieves,"Thresh,Trundle,Syndra,Gangplank,Jayce","Aphelios,Diana,Ryze,Ornn,Braum","Gnar,Viego,Lissandra,Tristana,Rell","Renekton,Xin Zhao,LeBlanc,Kalista,Gragas","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi","Alphari,Santorin,Jensen,Tactical,CoreJJ",42:16,74036,20,7,5,0,0,75021,21,7,1,2,2
2021-08-21 21:47:00,11.15,Team Liquid,100 Thieves,100 Thieves,"LeBlanc,Renekton,Olaf,Kai'Sa,Tristana","Thresh,Trundle,Xin Zhao,Camille,Shen","Gangplank,Sejuani,Lee Sin,Ziggs,Sett","Ornn,Diana,Irelia,Vayne,Leona","Alphari,Santorin,Jensen,Tactical,CoreJJ","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi",35:20,56821,3,3,1,0,1,66386,19,9,4,1,1
2021-08-21 20:10:00,11.15,Team Liquid,100 Thieves,Team Liquid,"LeBlanc,Renekton,Viego,Gangplank,Irelia","Thresh,Ziggs,Trundle,Braum,Gnar","Jayce,Xin Zhao,Syndra,Varus,Rell","Ornn,Lee Sin,Ryze,Aphelios,Leona","Alphari,Santorin,Jensen,Tactical,CoreJJ","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi",32:53,60725,17,9,2,1,1,50854,7,2,2,0,0
2021-08-21 17:08:00,11.15,Rogue (European Team),MAD Lions,MAD Lions,"Varus,Thresh,Ryze,Wukong,Malphite","Ziggs,Kennen,Aphelios,Kog'Maw,Rakan","Jayce,Xin Zhao,Twisted Fate,Kalista,Leona","Gangplank,Lee Sin,Sylas,Ashe,Braum","Odoamne,Inspired,Larssen,Hans sama,Trymbi","Armut,Elyoya,Humanoid,Carzzy,Kaiser",35:43,67908,24,6,0,1,2,70199,26,7,5,1,0
2021-08-21 15:41:00,11.15,MAD Lions,Rogue (European Team),MAD Lions,"Ziggs,Thresh,Twisted Fate,Malphite,Braum","Ezreal,Varus,Xin Zhao,Rakan,Ashe","Jayce,Viego,Ryze,Kalista,Alistar","Ornn,Lee Sin,Orianna,Aphelios,Leona","Armut,Elyoya,Humanoid,Carzzy,Kaiser","Odoamne,Inspired,Larssen,Hans sama,Trymbi",49:07,93595,30,10,5,1,1,89584,22,7,3,3,1
2021-08-21 12:39:00,11.15,Rogue (European Team),MAD Lions,MAD Lions,"Ezreal,LeBlanc,Twisted Fate,Leona,Braum","Ziggs,Kennen,Syndra,Orianna,Gangplank","Camille,Xin Zhao,Azir,Aphelios,Thresh","Jayce,Lee Sin,Ryze,Varus,Rakan","Odoamne,Inspired,Larssen,Hans sama,Trymbi","Armut,Elyoya,Humanoid,Carzzy,Kaiser",30:55,50655,2,7,2,0,1,61478,20,9,3,2,1
2021-08-21 11:13:00,11.15,FunPlus Phoenix,LNG Esports,FunPlus Phoenix,"Ziggs,Camille,Xin Zhao,Diana,LeBlanc","Jayce,Irelia,Lee Sin,Gnar,Kennen","Gangplank,Viego,Twisted Fate,Aphelios,Thresh","Renekton,Nidalee,Lucian,Varus,Sett","Nuguri,Tian,Doinb,Lwx,Crisp","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",41:14,80231,21,9,3,1,,76694,19,5,3,1,
2021-08-21 10:15:00,11.15,FunPlus Phoenix,LNG Esports,FunPlus Phoenix,"Ziggs,Camille,Xin Zhao,Trundle,Yasuo","Jayce,Irelia,Lee Sin,Ryze,Sylas","Kennen,Viego,Galio,Aphelios,Sett","Renekton,Diana,LeBlanc,Varus,Alistar","Nuguri,Tian,Doinb,Lwx,Crisp","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",35:39,67930,24,7,2,1,,65746,23,4,3,0,
2021-08-21 09:42:00,11.16,Nongshim RedForce,DWG KIA,DWG KIA,"Syndra,Jayce,Ziggs,Ashe,Kalista","Irelia,Aphelios,Kennen,Renekton,LeBlanc","Camille,Lee Sin,Sylas,Jinx,Thresh","Gnar,Diana,Yasuo,Varus,Rell","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",35:22,65739,20,7,1,2,1,70521,29,9,4,1,1
2021-08-21 09:28:00,11.15,LNG Esports,FunPlus Phoenix,FunPlus Phoenix,"Jayce,Olaf,Lee Sin,Gnar,Rell","Ziggs,Xin Zhao,Camille,Trundle,Volibear","Renekton,Viego,LeBlanc,Ashe,Sett","Kennen,Diana,Irelia,Aphelios,Braum","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy","Nuguri,Tian,Doinb,Lwx,Crisp",25:37,41980,8,2,2,0,,53345,20,9,0,1,
2021-08-21 08:50:00,11.16,Nongshim RedForce,DWG KIA,DWG KIA,"Syndra,Xin Zhao,Diana,Lissandra,Twisted Fate","Irelia,Aphelios,Renekton,Ezreal,Yuumi","Kennen,Lee Sin,LeBlanc,Samira,Rell","Jayce,Trundle,Ryze,Ziggs,Leona","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",28:58,43287,4,1,3,0,1,56506,17,11,1,1,1
2021-08-21 06:39:00,11.16,DWG KIA,Nongshim RedForce,DWG KIA,"Irelia,Diana,Aphelios,Leona,Wukong","Syndra,Lee Sin,LeBlanc,Trundle,Tahm Kench","Jayce,Xin Zhao,Ryze,Ziggs,Rell","Kennen,Nidalee,Renekton,Kai'Sa,Nautilus","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin",35:55,69218,21,10,4,2,1,62192,14,4,2,0,1
2021-08-21 00:47:00,11.15,TSM,Immortals,TSM,"Thresh,Lucian,Twisted Fate,LeBlanc,Jayce","Syndra,Varus,Viego,Azir,Ahri","Renekton,Lee Sin,Viktor,Tristana,Nautilus","Ornn,Xin Zhao,Orianna,Aphelios,Rakan","Huni,Spica,PowerOfEvil,Lost,SwordArt","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)",26:46,54508,12,11,4,1,2,39431,1,1,0,0,0
2021-08-20 23:52:00,11.15,Immortals,TSM,Immortals,"Renekton,Varus,Lee Sin,LeBlanc,Nocturne","Thresh,Viego,Syndra,Lucian,Jayce","Camille,Xin Zhao,Twisted Fate,Ziggs,Rakan","Gangplank,Trundle,Orianna,Ashe,Rell","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)","Huni,Spica,PowerOfEvil,Lost,SwordArt",28:58,61400,22,11,3,1,2,48300,8,2,1,0,0
2021-08-20 22:49:00,11.15,TSM,Immortals,TSM,"Thresh,Lucian,Irelia,Draven,Braum","Varus,Syndra,Viego,Kalista,Ashe","Renekton,Lee Sin,Ryze,Kai'Sa,Leona","Jayce,Xin Zhao,Twisted Fate,Tristana,Trundle","Huni,Spica,PowerOfEvil,Lost,SwordArt","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)",37:20,72293,26,10,4,1,2,66172,16,3,2,1,0
2021-08-20 21:26:00,11.15,TSM,Immortals,TSM,"Lucian,Thresh,Irelia,Ziggs,Jayce","Renekton,Syndra,Viego,Braum,Trundle","Gnar,Lee Sin,Orianna,Varus,Rell","Tahm Kench,Xin Zhao,Ryze,Ezreal,Leona","Huni,Spica,PowerOfEvil,Lost,SwordArt","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)",32:05,62763,16,11,3,1,1,51692,6,2,1,0,1
2021-08-20 20:08:00,11.15,Misfits Gaming,Fnatic,Fnatic,"Kalista,Rakan,Braum,Viego,Trundle","Jayce,Xin Zhao,Varus,Sylas,Ryze","Gangplank,Lee Sin,LeBlanc,Ashe,Thresh","Cho'Gath,Graves,Twisted Fate,Aphelios,Morgana","HiRit,Razork,Vetheo,Kobbe,Vander","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",37:54,60507,4,3,1,0,1,67679,12,7,4,1,1
2021-08-20 18:30:00,11.15,Fnatic,Misfits Gaming,Misfits Gaming,"Jayce,Varus,Xin Zhao,LeBlanc,Syndra","Kalista,Thresh,Rakan,Ezreal,Twisted Fate","Renekton,Viego,Ryze,Tristana,Braum","Gnar,Lee Sin,Orianna,Ashe,Seraphine","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","HiRit,Razork,Vetheo,Kobbe,Vander",37:58,65728,15,7,2,1,1,72885,16,11,4,1,1
2021-08-20 17:34:00,11.15,Fnatic,Misfits Gaming,Fnatic,"Jayce,Varus,Xin Zhao,LeBlanc,Syndra","Kalista,Thresh,Morgana,Lee Sin,Twisted Fate","Renekton,Trundle,Ryze,Xayah,Rakan","Camille,Viego,Orianna,Ezreal,Leona","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","HiRit,Razork,Vetheo,Kobbe,Vander",31:31,66313,30,11,3,2,2,49192,8,1,1,0,0
2021-08-20 16:48:00,11.15,Fnatic,Misfits Gaming,Misfits Gaming,"Jayce,Varus,Xin Zhao,Nautilus,Trundle","Kalista,Thresh,Rakan,Ezreal,Twisted Fate","Renekton,Viego,Sylas,Tristana,Braum","Camille,Lee Sin,Orianna,Ashe,Seraphine","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","HiRit,Razork,Vetheo,Kobbe,Vander",25:31,44245,13,2,1,0,1,49321,19,6,2,1,1
2021-08-20 15:29:00,11.15,Fnatic,Misfits Gaming,Fnatic,"Varus,Jayce,Xin Zhao,Nautilus,Tristana","Kalista,Thresh,Twisted Fate,Ryze,Sett","Renekton,Viego,Sylas,Xayah,Rakan","Camille,Lee Sin,LeBlanc,Ezreal,Galio","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","HiRit,Razork,Vetheo,Kobbe,Vander",35:21,66512,21,10,4,1,1,58777,9,4,1,1,1
2021-08-20 13:02:00,11.15,Rare Atom,Team WE,Team WE,"Xin Zhao,LeBlanc,Trundle,Gwen,Leona","Renekton,Nidalee,Irelia,Varus,Kalista","Jayce,Diana,Lee Sin,Kai'Sa,Rakan","Sett,Olaf,Syndra,Ezreal,Braum","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang","Breathe,beishang,Shanks,Elk,Missing",27:14,45473,5,3,0,0,,53627,17,10,4,1,
2021-08-20 12:08:00,11.15,Rare Atom,Team WE,Rare Atom,"Xin Zhao,LeBlanc,Trundle,Tahm Kench,Braum","Renekton,Nidalee,Sett,Lucian,Jayce","Lee Sin,Diana,Irelia,Varus,Rakan","Camille,Viego,Akali,Ashe,Rell","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang","Breathe,beishang,Shanks,Elk,Missing",33:37,63436,15,8,4,1,,55459,6,4,2,0,
2021-08-20 11:23:00,11.15,Team WE,Rare Atom,Rare Atom,"Renekton,Nidalee,Sett,Rakan,Wukong","Xin Zhao,LeBlanc,Trundle,Kalista,Ashe","Jayce,Viego,Syndra,Ezreal,Braum","Lee Sin,Diana,Irelia,Varus,Leona","Breathe,beishang,Shanks,Elk,Missing","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang",23:32,36398,4,1,0,0,,51003,16,9,4,1,
2021-08-20 10:23:00,11.15,Rare Atom,Team WE,Team WE,"Xin Zhao,Irelia,Jayce,Leona,Gangplank","Renekton,Nidalee,Sett,Thresh,Kalista","Gnar,Viego,Azir,Kai'Sa,Rakan","Kennen,Volibear,LeBlanc,Ezreal,Tahm Kench","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang","Breathe,beishang,Shanks,Elk,Missing",36:22,55926,7,4,3,0,,62147,16,11,2,2,
2021-08-20 09:25:00,11.15,Rare Atom,Team WE,Team WE,"Xin Zhao,Syndra,Jayce,Irelia,Camille","Renekton,Nidalee,Sett,Rakan,Leona","Kennen,Lee Sin,LeBlanc,Varus,Braum","Gangplank,Viego,Lissandra,Kalista,Trundle","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang","Breathe,beishang,Shanks,Elk,Missing",38:10,59490,6,2,1,0,,70570,17,9,4,2,
2021-08-19 23:53:00,11.15,Evil Geniuses.NA,Cloud9,Cloud9,"Thresh,Xin Zhao,Lee Sin,Volibear,Jarvan IV","Renekton,Ryze,Tristana,Ziggs,Rakan","Gnar,Viego,Twisted Fate,Jhin,Trundle","Gangplank,Nocturne,LeBlanc,Varus,Braum","Impact,Contractz,Jiizuke,Danny (Kyle Sakamaki),IgNar","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",32:26,53639,6,4,1,0,1,62981,19,11,3,1,1
2021-08-19 22:50:00,11.15,Evil Geniuses.NA,Cloud9,Cloud9,"Thresh,Varus,Xin Zhao,Gangplank,Braum","Renekton,Ryze,Diana,Rakan,Leona","Gnar,Viego,Morgana,Tristana,Sett","Jayce,Lee Sin,LeBlanc,Aphelios,Nautilus","Impact,Contractz,Jiizuke,Danny (Kyle Sakamaki),IgNar","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",35:18,59467,9,6,2,0,2,67596,16,8,3,2,0
2021-08-19 21:11:00,11.15,Evil Geniuses.NA,Cloud9,Cloud9,"Olaf,Viego,Xin Zhao,LeBlanc,Jayce","Renekton,Ziggs,Trundle,Lucian,Ryze","Sett,Diana,Syndra,Aphelios,Thresh","Gangplank,Lee Sin,Orianna,Varus,Nautilus","Impact,Svenskeren,Jiizuke,Danny (Kyle Sakamaki),IgNar","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",37:54,60213,4,3,1,0,2,72809,14,8,4,2,0
2021-08-19 14:32:00,11.15,Royal Never Give Up,LNG Esports,LNG Esports,"Camille,Diana,LeBlanc,Irelia,Gwen","Twisted Fate,Jayce,Olaf,Lucian,Gnar","Dr. Mundo,Xin Zhao,Syndra,Ezreal,Braum","Renekton,Lee Sin,Ryze,Ziggs,Trundle","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",45:56,78493,14,5,4,1,,82188,20,7,3,1,
2021-08-19 13:39:00,11.15,Royal Never Give Up,LNG Esports,Royal Never Give Up,"Camille,Diana,LeBlanc,Nidalee,Irelia","Twisted Fate,Jayce,Olaf,Rakan,Gnar","Lucian,Xin Zhao,Syndra,Ezreal,Rell","Renekton,Lee Sin,Ryze,Ziggs,Leona","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",27:13,56063,23,8,2,1,,47186,14,3,1,0,
2021-08-19 12:45:00,11.15,Royal Never Give Up,LNG Esports,LNG Esports,"Camille,Diana,LeBlanc,Nidalee,Nocturne","Twisted Fate,Jayce,Olaf,Rell,Rakan","Viego,Xin Zhao,Syndra,Varus,Sett","Jax,Lee Sin,Renekton,Ziggs,Trundle","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",27:08,44346,12,3,2,0,,56904,20,11,1,1,
2021-08-19 11:42:00,11.15,Royal Never Give Up,LNG Esports,LNG Esports,"Camille,Diana,Syndra,Lee Sin,Irelia","Twisted Fate,Jayce,Olaf,Gnar,Rell","Kennen,Xin Zhao,Lissandra,Varus,Leona","Viego,Volibear,LeBlanc,Ashe,Trundle","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",34:38,58128,11,5,2,0,,62808,15,7,2,2,
2021-08-19 09:55:00,11.16,Liiv SANDBOX,T1,T1,"Jayce,Azir,LeBlanc,Sett,Lucian","Renekton,Lee Sin,Ryze,Diana,Irelia","Kennen,Viego,Sylas,Aphelios,Thresh","Gnar,Nidalee,Orianna,Varus,Leona","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Canna,Oner,Faker,Teddy,Keria",36:35,64234,11,6,3,1,0,67075,9,8,2,1,2
2021-08-19 08:41:00,11.16,Liiv SANDBOX,T1,T1,"Jayce,Azir,Leona,Ashe,Tahm Kench","Lee Sin,Renekton,Ryze,Varus,Kalista","Gnar,Diana,Sett,Jinx,Thresh","Kennen,Viego,LeBlanc,Aphelios,Braum","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Canna,Oner,Faker,Teddy,Keria",48:26,80703,9,6,3,1,1,90694,22,11,4,2,1
2021-08-19 06:20:00,11.16,T1,Liiv SANDBOX,T1,"Irelia,Renekton,Rumble,Ezreal,Thresh","Jayce,Lee Sin,Ryze,Aphelios,Varus","Kennen,Viego,Azir,Ashe,Leona","Gnar,Diana,Lucian,Kalista,Alistar","Canna,Oner,Faker,Teddy,Keria","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort",26:44,54013,22,8,2,1,2,41670,5,2,1,0,0
2021-08-18 10:44:00,11.16,Afreeca Freecs,Nongshim RedForce,Nongshim RedForce,"Irelia,Diana,Jayce,Lucian,LeBlanc","Gnar,Lee Sin,Varus,Xin Zhao,Zac","Viego,Sejuani,Renekton,Syndra,Leona","Kennen,Nidalee,Sett,Aphelios,Thresh","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Leo (Han Gyeo-re),Lehends","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin",31:35,48515,8,2,0,0,2,63492,19,10,4,2,0
2021-08-18 09:53:00,11.16,Nongshim RedForce,Afreeca Freecs,Nongshim RedForce,"Lee Sin,Gnar,Varus,Viego,Kalista","Jayce,Renekton,Aphelios,Ezreal,Sylas","Kennen,Diana,Irelia,Kai'Sa,Leona","Camille,Xin Zhao,Ryze,Ashe,Alistar","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Leo (Han Gyeo-re),Lehends",27:08,55296,24,9,1,0,2,42868,7,1,2,1,0
2021-08-18 08:54:00,11.16,Nongshim RedForce,Afreeca Freecs,Nongshim RedForce,"Lee Sin,Gnar,Varus,Braum,Viego","Lucian,Jayce,Renekton,Thresh,Yasuo","Kennen,Diana,Irelia,Aphelios,Trundle","Gangplank,Sejuani,Ryze,Ashe,Leona","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Leo (Han Gyeo-re),Lehends",33:46,65342,15,9,3,2,1,58185,11,3,3,0,1
2021-08-18 06:13:00,11.16,Nongshim RedForce,Afreeca Freecs,Afreeca Freecs,"Xin Zhao,Gnar,Lee Sin,Trundle,Kennen","Lucian,Jayce,Renekton,Ezreal,Kalista","Irelia,Diana,Yasuo,Ziggs,Leona","Viego,Sejuani,Ryze,Varus,Alistar","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Leo (Han Gyeo-re),Lehends",33:57,54963,9,2,2,0,1,68952,24,9,3,2,1
2021-08-15 22:50:00,11.15,Team Liquid,TSM,Team Liquid,"Viego,Leona,Renekton,Jayce,Tahm Kench","Gangplank,Thresh,Twisted Fate,Nautilus,Ezreal","Camille,Xin Zhao,Syndra,Kalista,Galio","Lee Sin,Jarvan IV,LeBlanc,Aphelios,Bard","Alphari,Santorin,Jensen,Tactical,CoreJJ","Huni,Spica,PowerOfEvil,Lost,SwordArt",30:40,57550,15,8,4,1,2,46693,3,3,0,0,0
2021-08-15 21:51:00,11.15,TSM,Team Liquid,TSM,"Gangplank,Thresh,Twisted Fate,Varus,Kalista","Viego,Jayce,Leona,Tristana,Draven","Renekton,Lee Sin,Syndra,Ezreal,Bard","Gnar,Trundle,Orianna,Ashe,Nautilus","Huni,Spica,PowerOfEvil,Lost,SwordArt","Alphari,Santorin,Jensen,Tactical,CoreJJ",32:43,61787,18,11,4,1,0,51572,5,3,0,0,2
2021-08-15 20:56:00,11.15,Team Liquid,TSM,Team Liquid,"Viego,Leona,Irelia,Lucian,Nautilus","Gangplank,Thresh,Twisted Fate,Ziggs,Kalista","Jayce,Trundle,Syndra,Jhin,Bard","Wukong,Xin Zhao,Azir,Varus,Rell","Alphari,Santorin,Jensen,Tactical,CoreJJ","Huni,Spica,PowerOfEvil,Lost,SwordArt",28:26,56440,18,10,4,1,1,46062,6,4,0,0,1
2021-08-15 19:42:00,11.15,Team Liquid,TSM,Team Liquid,"Viego,Jayce,Renekton,Lucian,Ryze","Gangplank,Twisted Fate,Camille,Kalista,Syndra","Gnar,Xin Zhao,LeBlanc,Varus,Thresh","Irelia,Lee Sin,Azir,Ziggs,Leona","Alphari,Santorin,Jensen,Tactical,CoreJJ","Huni,Spica,PowerOfEvil,Lost,SwordArt",43:20,85665,20,10,3,2,0,73025,6,5,3,0,2
2021-08-15 17:42:00,11.15,Team Vitality,Fnatic,Fnatic,"Kalista,Thresh,Xin Zhao,Camille,Rakan","Irelia,Diana,Viego,Jayce,Nautilus","Kennen,Lee Sin,Akali,Varus,Alistar","Dr. Mundo,Trundle,Twisted Fate,Ezreal,Braum","Szygenda,Selfmade,LIDER,Crownshot,Labrov","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",28:05,41543,3,3,0,0,2,52174,13,9,4,1,0
2021-08-15 16:45:00,11.15,Fnatic,Team Vitality,Team Vitality,"Irelia,Varus,Xin Zhao,Yasuo,Lucian","Kalista,Viego,Thresh,LeBlanc,Ryze","Dr. Mundo,Lee Sin,Sylas,Aphelios,Morgana","Jayce,Diana,Renekton,Ashe,Rakan","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Szygenda,Selfmade,LIDER,Crownshot,Labrov",27:45,45969,7,3,3,0,2,56442,16,9,1,1,0
2021-08-15 16:03:00,11.15,Team Vitality,Fnatic,Fnatic,"Kalista,Thresh,Rakan,Pyke,Nautilus","Irelia,Varus,Viego,Akali,Braum","Kennen,Xin Zhao,Lucian,Aphelios,Lulu","Renekton,Olaf,Ryze,Ezreal,Alistar","Szygenda,Selfmade,LIDER,Crownshot,Labrov","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",30:09,49995,10,5,0,0,1,61148,22,9,3,2,1
2021-08-15 15:23:00,11.15,Fnatic,Team Vitality,Fnatic,"Irelia,Varus,Xin Zhao,Lulu,Nautilus","Kalista,Viego,Thresh,LeBlanc,Olaf","Mordekaiser,Lee Sin,Sylas,Xayah,Rakan","Renekton,Diana,Yasuo,Ezreal,Galio","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Szygenda,Selfmade,LIDER,Crownshot,Labrov",24:08,54425,27,10,3,1,2,37402,7,1,1,0,0
2021-08-15 14:07:00,11.15,Fnatic,Team Vitality,Team Vitality,"Irelia,Varus,Xin Zhao,Alistar,Nautilus","Kalista,Viego,Thresh,Morgana,Ezreal","Olaf,Lee Sin,LeBlanc,Kai'Sa,Rell","Renekton,Diana,Yasuo,Xayah,Rakan","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Szygenda,Selfmade,LIDER,Crownshot,Labrov",24:13,40027,8,3,1,0,2,52834,22,8,2,1,0
2021-08-15 11:34:00,11.15,Gen.G,Nongshim RedForce,Gen.G,"Ziggs,Ryze,Varus,Jinx,Ezreal","Kalista,Ashe,Leona,Volibear,Xin Zhao","Renekton,Diana,Azir,Aphelios,Thresh","Jayce,Lee Sin,LeBlanc,Kog'Maw,Lulu","Rascal,Clid,Bdd,Ruler,Life","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin",32:49,60310,11,8,2,1,1,53400,3,4,3,0,1
2021-08-15 11:19:00,11.15,Bilibili Gaming,Team WE,Team WE,"Olaf,Ashe,Ziggs,Alistar,Rell","Renekton,Lee Sin,Jayce,Aphelios,Thresh","Kennen,Viego,Lissandra,Ezreal,Leona","Irelia,Xin Zhao,LeBlanc,Vayne,Trundle","Biubiu,Weiwei,Zeka (Kim Geon-woo),Aiming,ppgod","Breathe,beishang,Shanks,Elk,Missing",40:04,73182,21,5,4,0,,83757,29,9,0,2,
2021-08-15 10:23:00,11.15,Team WE,Bilibili Gaming,Team WE,"Renekton,Lee Sin,Jayce,Twisted Fate,Galio","Ashe,Syndra,LeBlanc,Jax,Fiora","Riven,Viego,Ryze,Ziggs,Trundle","Camille,Xin Zhao,Sylas,Aphelios,Rell","Breathe,beishang,Shanks,Elk,Missing","Biubiu,Weiwei,Zeka (Kim Geon-woo),Aiming,ppgod",32:34,62474,15,10,2,1,,58362,6,5,2,1,
