match_id,patch,game_duration,region,winning_team,first_champion,first_towerfirst_inhibitor,first_baron,first_dragon,first_rift_herald
EUW1_5522682684,11.21,1576,EUW1,200,200,100,200,200,200,100
EUW1_5522597520,11.21,1917,EUW1,100,100,100,100,100,100,100
EUW1_5521490786,11.21,203,EUW1,100,200,,,,,
EUW1_5521373863,11.21,1988,EUW1,200,200,100,100,200,100,100
EUW1_5521238699,11.21,1805,EUW1,100,100,100,100,100,100,100
EUW1_5519926537,11.21,1439,EUW1,100,200,100,100,100,200,100
EUW1_5519991685,11.21,1259,EUW1,100,100,200,100,,100,100
EUW1_5519795442,11.21,1929,EUW1,100,200,200,100,100,200,100
EUW1_5519762642,11.21,1337,EUW1,200,200,200,200,,200,100
EUW1_5519667860,11.21,1753,EUW1,100,200,100,100,100,200,100
EUW1_5519692478,11.21,1423,EUW1,200,100,100,200,,100,200
EUW1_5519627052,11.21,1722,EUW1,200,200,100,200,100,100,100
EUW1_5519549099,11.21,1977,EUW1,200,100,200,200,100,200,200
EUW1_5517830378,11.21,1695,EUW1,200,100,200,200,,200,100
EUW1_5517777497,11.21,2282,EUW1,200,200,100,100,100,200,200
EUW1_5517834439,11.21,1817,EUW1,100,200,200,100,100,200,100
EUW1_5516546686,11.21,1608,EUW1,200,200,200,200,200,100,200
EUW1_5516552211,11.21,1609,EUW1,100,200,100,100,100,200,100
EUW1_5516456444,11.21,1732,EUW1,100,100,100,100,100,200,200
EUW1_5516340309,11.21,1660,EUW1,100,200,100,100,100,100,100
EUW1_5534541425,11.21,1327,EUW1,200,100,200,200,200,200,200
EUW1_5534487792,11.21,1534,EUW1,100,200,200,,,100,200
EUW1_5534419745,11.21,1509,EUW1,200,200,200,200,100,200,200
EUW1_5534405182,11.21,1987,EUW1,200,100,200,200,200,200,200
EUW1_5534299755,11.21,971,EUW1,200,200,200,,,200,200
EUW1_5534102663,11.21,1161,EUW1,100,200,100,100,,,100
EUW1_5533925281,11.21,919,EUW1,200,200,200,200,,200,200
EUW1_5533628690,11.21,2126,EUW1,100,100,200,100,100,100,100
EUW1_5533558678,11.21,2097,EUW1,200,100,100,200,100,200,100
EUW1_5533370645,11.21,1983,EUW1,100,200,200,100,100,200,200
EUW1_5532074206,11.21,1862,EUW1,100,200,200,100,100,200,200
EUW1_5530980458,11.21,193,EUW1,200,,,,,,
EUW1_5529567573,11.21,1740,EUW1,100,200,100,100,100,100,100
EUW1_5529563945,11.21,1799,EUW1,200,100,100,200,200,200,100
EUW1_5529440103,11.21,2090,EUW1,100,200,100,,200,200,200
EUW1_5529370236,11.21,1440,EUW1,200,100,200,200,200,200,100
EUW1_5529231530,11.21,1855,EUW1,200,100,100,200,200,100,100
EUW1_5529127352,11.21,691,EUW1,200,200,200,,,,200
EUW1_5528968286,11.21,2076,EUW1,200,200,200,200,100,200,200
EUW1_5528982685,11.21,1155,EUW1,200,100,200,200,,,200
EUW1_5528744434,11.21,964,EUW1,100,100,100,,,100,100
EUW1_5528683275,11.21,756,EUW1,200,200,200,200,,,200
EUW1_5528529209,11.21,917,EUW1,200,200,200,,,200,200
EUW1_5527919256,11.21,1617,EUW1,200,200,100,200,200,100,100
EUW1_5527878907,11.21,1110,EUW1,200,200,100,200,,200,200
EUW1_5534596256,11.21,1734,EUW1,200,100,200,200,200,200,200
EUW1_5534543923,11.21,1263,EUW1,100,100,100,100,,100,100
EUW1_5534591592,11.21,1226,EUW1,200,100,200,200,,200,100
EUW1_5534521794,11.21,1232,EUW1,200,200,200,200,,200,200
EUW1_5534489600,11.21,712,EUW1,100,100,100,,,200,100
EUW1_5534507361,11.21,1834,EUW1,200,100,200,200,200,200,200
EUW1_5534379719,11.21,1889,EUW1,200,200,200,200,200,200,100
EUW1_5534414261,11.21,1633,EUW1,200,200,200,200,200,200,100
EUW1_5533732092,11.21,1903,EUW1,100,100,200,100,100,200,200
EUW1_5533509453,11.21,956,EUW1,200,200,200,,,200,100
EUW1_5532813006,11.21,1484,EUW1,100,200,200,100,100,200,100
EUW1_5532850772,11.21,2332,EUW1,100,100,100,100,100,100,100
EUW1_5532791091,11.21,1568,EUW1,100,100,100,100,100,200,100
EUW1_5532718723,11.21,1748,EUW1,100,100,200,100,100,200,200
EUW1_5532668203,11.21,1780,EUW1,100,100,100,100,100,100,200
EUW1_5532733478,11.21,1848,EUW1,200,200,200,200,200,100,200
EUW1_5531393009,11.21,1219,EUW1,200,100,200,,,200,200
EUW1_5531421667,11.21,1075,EUW1,100,100,100,100,,,200
EUW1_5531300098,11.21,1365,EUW1,100,100,100,100,,100,100
EUW1_5531278883,11.21,1804,EUW1,200,200,100,100,100,200,100
EUW1_5531256073,11.21,1441,EUW1,200,200,200,200,200,200,200
EUW1_5531234083,11.21,1649,EUW1,200,200,200,200,200,200,200
EUW1_5531290732,11.21,1319,EUW1,100,200,100,,100,100,100
EUW1_5531017383,11.21,2344,EUW1,100,100,100,200,200,200,200
EUW1_5531033820,11.21,1210,EUW1,200,100,200,,,200,200
EUW1_5527975373,11.21,1468,EUW1,200,200,200,200,200,200,200
EUW1_5527993940,11.21,1824,EUW1,200,100,200,200,200,200,100
EUW1_5526498381,11.21,1405,EUW1,200,200,200,200,,200,100
EUW1_5525855140,11.21,1176,EUW1,100,100,100,100,,200,100
EUW1_5525600043,11.21,1566,EUW1,100,200,100,100,100,200,100
EUW1_5525198016,11.21,1629,EUW1,100,200,100,100,100,100,200
EUW1_5525203322,11.21,959,EUW1,100,100,100,,,200,100
EUW1_5525168998,11.21,1707,EUW1,200,100,100,200,200,200,100
EUW1_5525176455,11.21,1840,EUW1,200,100,200,200,200,200,200
EUW1_5525086168,11.21,1208,EUW1,100,100,100,100,,200,100
EUW1_5525084556,11.21,2081,EUW1,200,200,200,100,100,200,200
EUW1_5524050872,11.21,1697,EUW1,100,100,100,100,100,200,100
EUW1_5523947930,11.21,1443,EUW1,200,200,200,200,200,100,200
EUW1_5523905698,11.21,2409,EUW1,100,100,200,100,100,200,100
EUW1_5523940911,11.21,1448,EUW1,100,100,100,100,100,200,100
EUW1_5522300449,11.21,1146,EUW1,200,100,200,,,200,200
EUW1_5522268398,11.21,1471,EUW1,200,100,200,200,200,200,200
EUW1_5516004735,11.21,1370,EUW1,100,200,200,100,100,200,100
EUW1_5516021971,11.21,1718,EUW1,200,200,200,200,200,200,200
EUW1_5515930402,11.21,944,EUW1,200,200,200,,,200,200
EUW1_5514482747,11.21,1915,EUW1,200,200,200,200,100,100,100
EUW1_5512815170,11.20,1539,EUW1,200,100,200,200,200,200,
EUW1_5512794758,11.20,1679,EUW1,200,200,200,200,200,100,100
EUW1_5511597927,11.20,1432,EUW1,200,200,100,200,200,200,200
EUW1_5511605491,11.20,1767,EUW1,100,200,200,100,100,200,200
EUW1_5534782275,11.21,1150,EUW1,200,200,200,,,200,200
EUW1_5534335868,11.21,1838,EUW1,200,200,100,200,200,100,100
EUW1_5534296091,11.21,1890,EUW1,200,100,100,200,200,200,100
EUW1_5534261687,11.21,1255,EUW1,200,200,200,,200,200,100
EUW1_5534106211,11.21,1224,EUW1,200,100,200,,,100,200
EUW1_5533048342,11.21,1558,EUW1,100,200,100,100,100,100,100
EUW1_5532615064,11.21,1627,EUW1,200,100,200,200,200,100,200
EUW1_5531574129,11.21,2740,EUW1,100,200,200,200,100,100,100
EUW1_5531091156,11.21,1819,EUW1,200,100,100,200,200,200,100
EUW1_5530826651,11.21,1561,EUW1,100,200,200,100,100,100,200
EUW1_5530802965,11.21,1076,EUW1,200,200,200,200,,100,200
EUW1_5530545706,11.21,929,EUW1,200,200,200,,,200,200
EUW1_5530430395,11.21,1703,EUW1,100,100,200,100,100,200,100
EUW1_5530426045,11.21,1336,EUW1,100,100,100,,100,200,100
EUW1_5530385471,11.21,1347,EUW1,200,200,200,,200,200,200
EUW1_5529874107,11.21,1466,EUW1,200,200,200,200,,200,100
EUW1_5529456636,11.21,2463,EUW1,200,200,200,200,200,100,100
EUW1_5529441862,11.21,1335,EUW1,100,100,100,,100,100,200
EUW1_5528949462,11.21,1975,EUW1,100,200,100,100,100,100,100
EUW1_5528209608,11.21,1620,EUW1,200,200,200,200,200,200,100
EUW1_5528284992,11.21,1536,EUW1,100,100,100,100,100,100,100
EUW1_5528320551,11.21,1735,EUW1,200,200,100,200,200,200,100
EUW1_5527765151,11.21,1671,EUW1,200,200,200,200,200,200,200
EUW1_5527641812,11.21,1796,EUW1,200,100,200,200,100,200,200
EUW1_5527304141,11.21,1396,EUW1,100,200,100,100,100,100,200
EUW1_5534688498,11.21,1333,EUW1,100,100,200,100,,100,200
EUW1_5534636568,11.21,1449,EUW1,200,200,200,200,200,100,200
EUW1_5534663913,11.21,1073,EUW1,200,200,200,200,,200,200
EUW1_5534701332,11.21,1849,EUW1,200,200,100,200,200,200,100
EUW1_5534641191,11.21,1342,EUW1,200,100,100,,200,100,100
EUW1_5533539003,11.21,1862,EUW1,200,200,100,100,200,100,200
EUW1_5533491563,11.21,1321,EUW1,200,100,200,,,200,100
EUW1_5533360312,11.21,1761,EUW1,100,100,100,100,200,100,100
EUW1_5533167616,11.21,1643,EUW1,100,100,200,100,100,100,200
EUW1_5533180674,11.21,2001,EUW1,100,200,100,100,100,100,100
EUW1_5533154146,11.21,1931,EUW1,100,200,200,100,100,200,200
EUW1_5532978596,11.21,1303,EUW1,200,200,200,200,,200,200
EUW1_5533032050,11.21,2049,EUW1,100,100,100,100,200,100,100
EUW1_5532957246,11.21,1482,EUW1,200,200,100,200,,200,200
EUW1_5532769526,11.21,2261,EUW1,200,100,100,100,100,200,100
EUW1_5531999165,11.21,1216,EUW1,200,100,200,200,,100,200
EUW1_5532052869,11.21,912,EUW1,100,100,100,,,100,100
EUW1_5531908093,11.21,1672,EUW1,100,200,100,100,100,100,100
EUW1_5531942079,11.21,620,EUW1,100,100,,,,100,
EUW1_5531811842,11.21,1673,EUW1,200,200,200,200,200,200,200
EUW1_5531698132,11.21,1467,EUW1,100,100,200,,100,100,200
EUW1_5531685032,11.21,1329,EUW1,100,200,200,100,,200,100
EUW1_5531599633,11.21,1299,EUW1,200,100,100,200,,100,100
EUW1_5531614941,11.21,1810,EUW1,100,200,100,100,100,100,100
EUW1_5531590898,11.21,1647,EUW1,200,200,200,,200,200,200
EUW1_5533801488,11.21,1687,EUW1,100,200,200,,100,200,200
EUW1_5531660292,11.21,1309,EUW1,200,200,200,,200,200,200
EUW1_5531646974,11.21,1596,EUW1,100,100,200,100,100,100,200
EUW1_5531644849,11.21,583,EUW1,200,200,200,200,,,200
EUW1_5529806049,11.21,1310,EUW1,200,200,200,,,200,100
EUW1_5528139392,11.21,1778,EUW1,100,200,200,100,100,200,100
EUW1_5528117450,11.21,1319,EUW1,100,100,100,,100,200,100
EUW1_5528135286,11.21,759,EUW1,100,100,100,100,,100,100
EUW1_5526913426,11.21,943,EUW1,200,200,200,,,,200
EUW1_5526830210,11.21,1896,EUW1,200,200,100,200,200,200,200
EUW1_5526789275,11.21,1025,EUW1,100,100,100,100,,100,200
EUW1_5526768009,11.21,1294,EUW1,200,200,200,200,200,200,200
EUW1_5525371677,11.21,1345,EUW1,200,100,200,200,200,200,200
EUW1_5524164165,11.21,1012,EUW1,200,200,100,,,200,100
EUW1_5524160466,11.21,1688,EUW1,200,100,100,200,100,200,100
EUW1_5522447236,11.21,1555,EUW1,100,100,100,100,100,100,100
EUW1_5522493632,11.21,1292,EUW1,200,200,200,200,,200,100
EUW1_5521236696,11.21,1162,EUW1,100,100,200,,,100,100
EUW1_5521231508,11.21,1853,EUW1,100,200,100,100,100,200,100
EUW1_5519233964,11.21,1241,EUW1,100,200,100,100,,100,100
EUW1_5519240519,11.21,1798,EUW1,100,200,100,100,100,200,100
EUW1_5516251850,11.21,1726,EUW1,100,100,100,100,100,100,100
EUW1_5516158029,11.21,1665,EUW1,200,100,200,200,200,100,100
EUW1_5516116236,11.21,1686,EUW1,200,200,200,200,200,200,100
EUW1_5514953910,11.21,1265,EUW1,200,100,200,200,,100,
EUW1_5533526058,11.21,1408,EUW1,100,100,100,,,200,100
EUW1_5533491324,11.21,1342,EUW1,100,100,100,100,100,200,100
EUW1_5533442510,11.21,1746,EUW1,100,200,100,100,100,200,100
EUW1_5533268758,11.21,1576,EUW1,100,100,100,,100,100,100
EUW1_5533331566,11.21,1644,EUW1,100,100,100,100,100,200,100
EUW1_5533167616,11.21,1643,EUW1,100,100,200,100,100,100,200
EUW1_5533159665,11.21,1980,EUW1,100,100,200,100,100,200,200
EUW1_5528716924,11.21,1263,EUW1,200,200,200,,,200,200
EUW1_5528751719,11.21,1656,EUW1,200,100,200,200,200,200,200
EUW1_5528529209,11.21,917,EUW1,200,200,200,,,200,200
EUW1_5528554427,11.21,1448,EUW1,200,100,200,200,200,200,200
EUW1_5526510854,11.21,1655,EUW1,200,100,100,200,200,100,100
EUW1_5526395269,11.21,1950,EUW1,100,200,100,100,100,100,100
EUW1_5526328926,11.21,1423,EUW1,100,100,100,,100,100,100
EUW1_5526262226,11.21,2357,EUW1,200,100,100,100,100,200,100
EUW1_5526224854,11.21,1296,EUW1,100,100,100,100,,100,100
EUW1_5526161971,11.21,964,EUW1,200,200,200,200,,,200
EUW1_5526026297,11.21,1251,EUW1,100,200,100,,,200,200
EUW1_5525751024,11.21,1504,EUW1,200,200,100,200,200,200,100
EUW1_5525644750,11.21,1800,EUW1,100,200,100,100,100,100,100
EUW1_5524900917,11.21,1952,EUW1,100,100,100,100,100,100,100
EUW1_5524805243,11.21,1999,EUW1,200,200,100,100,100,200,100
EUW1_5524718709,11.21,1742,EUW1,200,200,200,200,200,200,200
EUW1_5524684454,11.21,957,EUW1,200,200,200,,,200,200
EUW1_5524676202,11.21,1485,EUW1,100,100,100,100,100,100,100
EUW1_5533584099,11.21,1796,EUW1,200,200,200,200,200,200,200
EUW1_5533536900,11.21,1497,EUW1,100,100,200,100,100,100,200
EUW1_5533460256,11.21,1453,EUW1,200,200,200,200,,200,200
EUW1_5533407231,11.21,1159,EUW1,200,100,200,200,,200,200
EUW1_5533372899,11.21,1130,EUW1,100,100,200,,,200,200
EUW1_5533274963,11.21,2111,EUW1,100,200,100,100,100,100,100
EUW1_5533214950,11.21,1910,EUW1,200,100,100,200,200,100,100
EUW1_5533047810,11.21,2096,EUW1,100,200,100,200,100,200,100
EUW1_5530864180,11.21,1742,EUW1,100,200,100,100,100,100,200
EUW1_5530637188,11.21,1852,EUW1,100,100,100,100,100,100,200
EUW1_5530641387,11.21,1383,EUW1,100,100,100,100,100,100,100
EUW1_5530564872,11.21,1458,EUW1,200,100,100,,200,200,100
EUW1_5530479363,11.21,1599,EUW1,200,100,200,200,200,100,100
EUW1_5530412623,11.21,1685,EUW1,100,100,200,100,100,200,200
EUW1_5530346776,11.21,928,EUW1,100,100,100,,,100,200
EUW1_5530314170,11.21,915,EUW1,200,100,200,,,100,100
EUW1_5529985602,11.21,1907,EUW1,100,100,100,100,200,200,100
EUW1_5529838581,11.21,1872,EUW1,100,100,100,100,100,200,
EUW1_5529827107,11.21,945,EUW1,100,100,100,,,200,100
EUW1_5529448592,11.21,1202,EUW1,100,200,200,,,,200
EUW1_5529463252,11.21,1527,EUW1,200,200,200,200,200,200,100
EUW1_5529299285,11.21,1720,EUW1,100,200,200,100,100,200,200
EUW1_5529054680,11.21,1488,EUW1,100,100,100,100,100,200,100
EUW1_5528948846,11.21,1147,EUW1,200,200,200,200,,200,200
EUW1_5528973497,11.21,1559,EUW1,200,200,200,200,200,200,100
EUW1_5530524068,11.21,962,EUW1,200,200,100,,,200,100
EUW1_5530349698,11.21,1941,EUW1,100,200,100,100,100,200,100
EUW1_5530316888,11.21,1257,EUW1,200,100,100,,,200,100
EUW1_5530350788,11.21,1732,EUW1,100,100,100,100,100,100,200
EUW1_5529280564,11.21,1749,EUW1,200,200,200,200,200,200,100
EUW1_5527843968,11.21,1278,EUW1,100,200,100,,100,100,100
EUW1_5527789706,11.21,1505,EUW1,100,100,200,100,100,100,
EUW1_5527458633,11.21,2233,EUW1,100,200,200,100,100,200,200
EUW1_5526449942,11.21,1328,EUW1,100,200,100,100,,200,100
EUW1_5526514965,11.21,1063,EUW1,200,200,200,200,,200,
EUW1_5526443203,11.21,1130,EUW1,200,200,100,,,200,200
EUW1_5526346886,11.21,1318,EUW1,100,100,200,,100,200,100
EUW1_5526400536,11.21,1140,EUW1,200,100,200,,,200,200
EUW1_5526284684,11.21,1599,EUW1,200,100,200,200,200,200,200
EUW1_5526198757,11.21,1645,EUW1,200,200,200,200,200,200,100
EUW1_5526223967,11.21,928,EUW1,100,100,100,,,100,200
EUW1_5526200958,11.21,927,EUW1,100,100,100,,,100,100
EUW1_5526055274,11.21,1789,EUW1,100,200,200,100,100,200,100
EUW1_5521539103,11.21,1125,EUW1,100,100,100,,,100,100
EUW1_5521522770,11.21,2031,EUW1,100,100,100,100,100,200,100
EUW1_5521476633,11.21,1538,EUW1,200,200,200,,200,200,200
EUW1_5521399070,11.21,1778,EUW1,100,200,200,100,200,200,100
EUW1_5521353677,11.21,1391,EUW1,100,200,100,100,100,100,100
EUW1_5521275719,11.21,1593,EUW1,200,200,200,200,200,200,200
EUW1_5521203112,11.21,1550,EUW1,100,200,200,100,100,200,200
EUW1_5533544912,11.21,1857,EUW1,200,200,100,200,200,100,100
EUW1_5533491324,11.21,1342,EUW1,100,100,100,100,100,200,100
EUW1_5533435827,11.21,1156,EUW1,200,200,100,,,200,100
EUW1_5531887813,11.21,1883,EUW1,100,100,100,100,100,200,100
EUW1_5525777942,11.21,1332,EUW1,100,100,100,,100,100,100
EUW1_5525811750,11.21,1699,EUW1,200,200,200,200,200,100,100
EUW1_5525587159,11.21,1894,EUW1,200,200,200,200,100,200,200
EUW1_5524325372,11.21,2229,EUW1,200,100,200,200,100,200,200
EUW1_5524282923,11.21,956,EUW1,200,100,200,,,200,200
EUW1_5522886910,11.21,1469,EUW1,100,100,200,,100,100,200
EUW1_5522832683,11.21,1556,EUW1,200,200,200,200,,100,200
EUW1_5522033106,11.21,199,EUW1,200,100,,,,,
EUW1_5512238386,11.20,1686,EUW1,200,200,200,200,200,100,200
EUW1_5512232395,11.20,1676,EUW1,100,200,200,100,100,100,100
EUW1_5512187381,11.20,1232,EUW1,100,100,100,100,,100,100
EUW1_5512182537,11.20,1350,EUW1,100,200,100,100,100,100,100
EUW1_5512026288,11.20,1780,EUW1,100,100,100,200,100,200,100
EUW1_5510925396,11.20,1538,EUW1,200,100,200,200,,200,200
EUW1_5510857539,11.20,1308,EUW1,200,200,200,,200,200,100
EUW1_5510702104,11.20,1901,EUW1,100,200,100,100,200,200,200
EUW1_5509133422,11.20,1099,EUW1,100,100,100,100,,100,100
EUW1_5509070940,11.20,1156,EUW1,200,200,200,200,,200,200
EUW1_5509024849,11.20,1477,EUW1,200,200,200,,,200,100
EUW1_5507391832,11.20,1567,EUW1,100,200,100,100,100,100,100
EUW1_5506029623,11.20,2161,EUW1,200,200,200,200,100,200,200
EUW1_5534812772,11.21,1213,EUW1,100,200,200,,,100,200
EUW1_5534750576,11.21,2068,EUW1,100,100,100,100,100,200,100
EUW1_5534636827,11.21,1683,EUW1,200,200,100,200,200,100,100
EUW1_5534702931,11.21,1880,EUW1,200,100,200,200,200,200,200
EUW1_5533923830,11.21,1418,EUW1,100,200,100,,100,200,100
EUW1_5533629981,11.21,1120,EUW1,200,200,200,,,200,100
EUW1_5533585912,11.21,988,EUW1,200,100,100,,,100,100
EUW1_5533549743,11.21,1270,EUW1,100,100,100,,,200,200
EUW1_5533504456,11.21,1635,EUW1,100,200,200,,100,100,200
EUW1_5533042078,11.21,2244,EUW1,200,200,200,100,100,200,100
EUW1_5532961559,11.21,1120,EUW1,100,100,100,,,200,100
EUW1_5532922718,11.21,1303,EUW1,200,200,200,200,200,200,200
EUW1_5532769526,11.21,2261,EUW1,200,100,100,100,100,200,100
EUW1_5532767659,11.21,1446,EUW1,200,200,200,200,200,200,100
EUW1_5532835242,11.21,1692,EUW1,100,100,100,100,100,100,100
EUW1_5532256244,11.21,1917,EUW1,100,100,200,100,200,100,200
EUW1_5531957763,11.21,1636,EUW1,100,200,200,100,100,100,200
EUW1_5531857182,11.21,1240,EUW1,200,200,200,,200,200,200
EUW1_5531812482,11.21,1660,EUW1,100,200,200,100,100,100,100
EUW1_5531709872,11.21,701,EUW1,100,100,100,100,,,100
EUW1_5531673440,11.21,1016,EUW1,100,100,100,100,,,100
EUW1_5531586830,11.21,1808,EUW1,100,200,100,100,100,200,200
EUW1_5531423701,11.21,1951,EUW1,200,200,100,200,100,200,100
EUW1_5531344161,11.21,1399,EUW1,100,100,100,100,100,200,100
EUW1_5530249389,11.21,931,EUW1,100,100,100,,,100,100
EUW1_5532201419,11.21,1230,EUW1,100,100,100,100,,100,100
EUW1_5532036856,11.21,1473,EUW1,100,100,100,100,100,100,100
EUW1_5526482802,11.21,1408,EUW1,200,200,200,200,200,200,200
EUW1_5526426557,11.21,1543,EUW1,200,100,200,200,200,100,200
EUW1_5526362792,11.21,1434,EUW1,100,100,200,100,100,100,200
EUW1_5526265113,11.21,2132,EUW1,200,100,100,100,100,200,100
EUW1_5525653096,11.21,1765,EUW1,100,200,200,100,100,200,200
EUW1_5525420061,11.21,2036,EUW1,100,200,100,100,200,100,100
EUW1_5523466170,11.21,2200,EUW1,200,100,200,200,200,200,200
EUW1_5523308857,11.21,2018,EUW1,200,100,100,200,200,100,200
EUW1_5522118467,11.21,1403,EUW1,100,100,200,100,100,200,200
EUW1_5522026603,11.21,1778,EUW1,200,200,100,200,200,200,100
EUW1_5520268400,11.21,1210,EUW1,200,200,200,200,,100,
EUW1_5520292951,11.21,1223,EUW1,200,100,200,200,,100,100
EUW1_5519958938,11.21,193,EUW1,200,200,,,,,
EUW1_5518409283,11.21,2356,EUW1,100,100,200,200,100,200,100
EUW1_5516895305,11.21,1719,EUW1,100,200,100,100,100,200,200
EUW1_5515661101,11.21,2966,EUW1,200,200,200,100,200,100,100
EUW1_5513631294,11.20,2626,EUW1,200,200,100,100,100,200,100
EUW1_5512232395,11.20,1676,EUW1,100,200,200,100,100,100,100
EUW1_5507376225,11.20,2192,EUW1,100,200,200,100,200,200,200
EUW1_5507372239,11.20,1227,EUW1,200,200,200,200,,100,200
EUW1_5507219128,11.20,1506,EUW1,100,200,100,,100,100,100
EUW1_5506197359,11.20,1155,EUW1,100,100,100,100,,100,
EUW1_5504751888,11.20,995,EUW1,100,200,100,100,,200,100
EUW1_5534782486,11.21,1528,EUW1,200,100,200,200,200,200,200
EUW1_5534678559,11.21,1757,EUW1,200,100,200,200,100,200,
EUW1_5534657008,11.21,1573,EUW1,100,100,100,100,,100,100
EUW1_5534674254,11.21,1404,EUW1,200,200,200,200,,100,200
EUW1_5533368140,11.21,2455,EUW1,200,200,100,100,100,200,100
EUW1_5533372810,11.21,1598,EUW1,100,100,100,100,100,100,200
EUW1_5533307429,11.21,1241,EUW1,200,200,200,,,200,100
EUW1_5533350471,11.21,1871,EUW1,200,200,100,200,200,100,100
EUW1_5533216773,11.21,1146,EUW1,200,200,200,,,200,200
EUW1_5533242194,11.21,1210,EUW1,200,200,200,,,200,200
EUW1_5533100387,11.21,1111,EUW1,200,100,200,,,200,
EUW1_5533085856,11.21,1694,EUW1,100,200,100,100,100,200,200
EUW1_5533111499,11.21,1295,EUW1,100,100,100,,,100,100
EUW1_5533006210,11.21,2106,EUW1,200,100,100,200,200,200,100
EUW1_5532034398,11.21,1931,EUW1,200,200,200,200,100,200,200
EUW1_5528527757,11.21,1740,EUW1,200,200,200,200,,200,100
EUW1_5528553364,11.21,1617,EUW1,100,100,100,100,100,100,100
EUW1_5528491791,11.21,1295,EUW1,200,100,200,200,200,200,200
EUW1_5528298056,11.21,923,EUW1,100,100,100,,,200,100
EUW1_5528295513,11.21,1308,EUW1,200,200,200,200,,200,200
EUW1_5528301448,11.21,1919,EUW1,100,200,100,100,100,200,100
EUW1_5528118982,11.21,1412,EUW1,200,100,200,200,,200,100
EUW1_5528082333,11.21,1768,EUW1,200,200,100,200,100,200,100
EUW1_5527980414,11.21,1978,EUW1,100,200,100,200,100,100,100
EUW1_5527998382,11.21,1858,EUW1,200,200,200,200,200,100,200
EUW1_5532727037,11.21,2037,EUW1,200,200,100,200,100,200,200
EUW1_5531179169,11.21,1463,EUW1,200,200,200,200,200,200,200
EUW1_5531216227,11.21,1842,EUW1,100,200,100,,200,200,
EUW1_5531223957,11.21,1216,EUW1,100,200,100,,,200,200
EUW1_5531070433,11.21,1252,EUW1,100,100,100,100,,100,200
EUW1_5530958521,11.21,1249,EUW1,200,200,200,200,,200,100
EUW1_5530953807,11.21,1479,EUW1,100,100,200,100,100,100,200
EUW1_5530980458,11.21,193,EUW1,200,,,,,,
EUW1_5530802965,11.21,1076,EUW1,200,200,200,200,,100,200
EUW1_5530666287,11.21,1420,EUW1,100,100,100,100,,100,100
EUW1_5530568414,11.21,1428,EUW1,200,100,200,200,,200,200
EUW1_5530553057,11.21,1186,EUW1,200,200,200,,,200,200
EUW1_5530447733,11.21,1690,EUW1,100,100,100,100,100,100,100
EUW1_5530492973,11.21,1124,EUW1,200,200,200,200,,200,200
EUW1_5530339401,11.21,1899,EUW1,200,200,200,200,100,200,100
EUW1_5529624806,11.21,1812,EUW1,100,100,100,100,100,200,100
EUW1_5529642744,11.21,946,EUW1,200,200,200,,,100,200
EUW1_5529553039,11.21,1520,EUW1,100,100,100,100,,200,100
EUW1_5529370236,11.21,1440,EUW1,200,100,200,200,200,200,100
EUW1_5529385743,11.21,1291,EUW1,100,200,100,100,,100,100
EUW1_5529241125,11.21,1395,EUW1,200,100,200,200,200,100,200
EUW1_5529031409,11.21,2012,EUW1,100,200,100,100,100,200,100
EUW1_5528994105,11.21,1441,EUW1,200,200,200,200,200,100,200
EUW1_5528890142,11.21,1421,EUW1,100,200,100,100,100,100,100
EUW1_5528872616,11.21,1683,EUW1,200,100,100,200,200,100,200
EUW1_5533801488,11.21,1687,EUW1,100,200,200,,100,200,200
EUW1_5533722721,11.21,2110,EUW1,200,100,200,200,200,100,200
EUW1_5528976145,11.21,925,EUW1,200,100,200,,,,200
EUW1_5527466304,11.21,2047,EUW1,100,200,200,200,100,200,200
EUW1_5527379045,11.21,1969,EUW1,200,100,100,200,200,200,100
EUW1_5526155759,11.21,1505,EUW1,100,200,100,100,100,200,100
EUW1_5526095353,11.21,2016,EUW1,200,200,100,100,200,200,100
EUW1_5524494096,11.21,1193,EUW1,200,200,200,200,,200,200
EUW1_5524427862,11.21,1118,EUW1,100,100,100,100,,100,200
EUW1_5522565217,11.21,1688,EUW1,100,100,100,100,100,100,100
EUW1_5521341963,11.21,1065,EUW1,200,200,200,,,100,100
EUW1_5519591085,11.21,1543,EUW1,200,200,200,200,200,100,200
EUW1_5516686831,11.21,1623,EUW1,200,200,100,200,200,200,100
EUW1_5515200565,11.21,1717,EUW1,100,100,100,100,100,200,100
EUW1_5515186583,11.21,1315,EUW1,200,200,200,200,,200,200
EUW1_5513084755,11.20,1756,EUW1,100,100,200,100,100,200,100
EUW1_5511748471,11.20,1833,EUW1,100,100,100,100,100,100,100
EUW1_5510922334,11.20,1224,EUW1,100,200,200,,,100,200
EUW1_5506054740,11.20,1269,EUW1,100,100,100,100,,100,200
EUW1_5506011853,11.20,1071,EUW1,200,200,200,200,,200,200
EUW1_5502723829,11.20,1240,EUW1,200,200,200,,,200,
EUW1_5502618891,11.20,1762,EUW1,100,200,100,100,100,100,200
EUW1_5502597297,11.20,913,EUW1,200,200,100,,,200,100
EUW1_5500158167,11.20,1446,EUW1,100,100,200,100,100,200,100
EUW1_5500083100,11.20,1567,EUW1,200,200,200,200,200,200,200
