,tier,game_duration,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage
23152,GRANDMASTERS,1817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
33847,GRANDMASTERS,1774,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1,1,1,0,1,-1
30090,GRANDMASTERS,1301,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,1,1,1,-1,-1,-1,0,0,1
19772,GRANDMASTERS,1178,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
17926,GRANDMASTERS,2366,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
33788,GRANDMASTERS,2119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,0,1,0,0,0
26565,GRANDMASTERS,1785,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0,1,-1,1,-1,-1,0,-1,1
30833,GRANDMASTERS,960,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
17200,GRANDMASTERS,1259,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,1,-1,1,1,0,1,-1
23377,GRANDMASTERS,1560,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
28550,GRANDMASTERS,1215,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
33493,GRANDMASTERS,1895,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,-1,-1,1,0,-1,1
32437,GRANDMASTERS,2015,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
32235,GRANDMASTERS,1471,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
27259,GRANDMASTERS,1922,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,-1,-1,0,-1,1
19459,GRANDMASTERS,1622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,-1,-1
17868,GRANDMASTERS,1486,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
31275,GRANDMASTERS,1375,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
29771,GRANDMASTERS,1400,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,-1,1,-1,-1,0,1,1
27626,GRANDMASTERS,1486,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
34752,GRANDMASTERS,1424,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,-1,-1,0,-1,-1
24604,GRANDMASTERS,932,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
25120,GRANDMASTERS,1891,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,-1,-1,-1,0,1,0,1,0
26815,GRANDMASTERS,2101,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1,-1,1,0,-1,0,1,0
32570,GRANDMASTERS,1587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
24780,GRANDMASTERS,1541,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
35121,GRANDMASTERS,1932,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1,1,-1,1,-1,-1,0,1,0
26033,GRANDMASTERS,1334,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,0,0,1,1
33111,GRANDMASTERS,1903,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,-1,-1,1,0,1,0,1,-1
22483,GRANDMASTERS,1065,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1,1,1,1,0,-1,0,-1,-1
31375,GRANDMASTERS,2404,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,1,1,1,0,1,-1
33409,GRANDMASTERS,1508,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1,1,1,1,-1,-1,0,0,1
31950,GRANDMASTERS,1782,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,0,1,0,0,-1
25974,GRANDMASTERS,1581,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1,1,1,-1,-1,1,0,0,1
33255,GRANDMASTERS,2097,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,-1,1,1,1,0,1,-1
26498,GRANDMASTERS,1868,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,0
33998,GRANDMASTERS,1738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
15710,GRANDMASTERS,1984,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,-1,-1,1,0,1,1
21404,GRANDMASTERS,1361,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
31750,GRANDMASTERS,1801,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,-1,-1,-1,0,1,1
27707,GRANDMASTERS,1631,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
22475,GRANDMASTERS,1856,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
29827,GRANDMASTERS,1179,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
19680,GRANDMASTERS,1742,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,0,0,0,1,-1
32264,GRANDMASTERS,1934,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,1,1,1,0,-1,0,0,-1
18633,GRANDMASTERS,1304,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,1,1,1,0,0,-1
25006,GRANDMASTERS,1618,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
30585,GRANDMASTERS,1649,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
28290,GRANDMASTERS,1899,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,-1,-1,0,0,1
31601,GRANDMASTERS,1791,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
21682,GRANDMASTERS,1514,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,-1,-1,-1,0,1,1
20167,GRANDMASTERS,1438,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
32857,GRANDMASTERS,2082,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1,0,-1,-1
17640,GRANDMASTERS,1797,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,-1,-1,1,1,0,1,-1
28751,GRANDMASTERS,2190,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,0,1,0,-1,-1
28916,GRANDMASTERS,1584,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,-1,-1,0,-1,-1
18577,GRANDMASTERS,1210,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
16423,GRANDMASTERS,1683,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,0,0,0,-1
27985,GRANDMASTERS,1877,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,-1,0,-1,0,1,-1
30604,GRANDMASTERS,1659,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,0
27601,GRANDMASTERS,1712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,-1,1,-1,0,0,0,1,0
32121,GRANDMASTERS,1614,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,-1,-1,1,0,1,0,1,1
22142,GRANDMASTERS,1981,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,0,1
26287,GRANDMASTERS,1230,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
27600,GRANDMASTERS,2315,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,-1,-1,-1,1,1
23008,GRANDMASTERS,1724,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,1,1,0,1,-1
23362,GRANDMASTERS,1863,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,-1,1,-1,-1,0,1,1
35229,GRANDMASTERS,1206,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
21894,GRANDMASTERS,1752,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,1,0,1,0,1,-1
17371,GRANDMASTERS,1659,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
35294,GRANDMASTERS,2212,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,0,-1,0,-1,1
26520,GRANDMASTERS,1835,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
29103,GRANDMASTERS,1677,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,1
32829,GRANDMASTERS,1396,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1,1,-1,1,-1,-1,0,1,1
27133,GRANDMASTERS,1747,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1,1,-1,-1,-1,0,-1,1
34463,GRANDMASTERS,1418,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,-1,1
34014,GRANDMASTERS,1420,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,1,1,1,0,1,-1
26407,GRANDMASTERS,1204,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,1,0,1,1
21156,GRANDMASTERS,2101,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,-1,1
31940,GRANDMASTERS,1944,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
21376,GRANDMASTERS,1621,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-1,1,-1,0,-1,0,-1,1
17446,GRANDMASTERS,1597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,-1,-1,0,1,1
35315,GRANDMASTERS,1321,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,0,-1,0,-1,1
24082,GRANDMASTERS,2037,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
23752,GRANDMASTERS,1426,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
28313,GRANDMASTERS,1708,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0,1,1,-1,0,-1,0,0,1
19558,GRANDMASTERS,919,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
22351,GRANDMASTERS,1531,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
33141,GRANDMASTERS,1563,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,-1,0,0,0,-1,1
33696,GRANDMASTERS,1611,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1,1,1,1,0,1,0,0,0
16563,GRANDMASTERS,1192,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
32102,GRANDMASTERS,922,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1,1,1,0,-1,0
33889,GRANDMASTERS,1464,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
13963,GRANDMASTERS,2390,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,-1,-1
19289,GRANDMASTERS,1484,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,0,0
33538,GRANDMASTERS,1515,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,-1,0,0,0,0,-1
24675,GRANDMASTERS,1645,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
24977,GRANDMASTERS,1742,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0,1,0,1,0
32737,GRANDMASTERS,859,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,-1,-1,-1,-1,0,1
31977,GRANDMASTERS,1824,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,-1,-1,1,0,0,0,-1,1
21943,GRANDMASTERS,1671,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,0,1,0,1,-1
21087,GRANDMASTERS,2076,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,-1,1,1,0,-1,0
30499,GRANDMASTERS,1163,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,-1,-1,1,-1,0,-1,0,1,-1
34857,GRANDMASTERS,1774,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
34953,GRANDMASTERS,1982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,-1,-1,-1,0,1,1
25515,GRANDMASTERS,1343,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1,-1,-1,1,1,1,0,-1,-1
21362,GRANDMASTERS,1366,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,0,-1,0,0,-1
25820,GRANDMASTERS,1507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
24803,GRANDMASTERS,1655,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
28637,GRANDMASTERS,2257,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,-1,0,-1,1
24066,GRANDMASTERS,1298,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1,1,1,1,1,0,0,1,-1
34123,GRANDMASTERS,1424,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
24768,GRANDMASTERS,1388,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
25071,GRANDMASTERS,1637,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,1,-1,1,1,0,1,-1
33842,GRANDMASTERS,2011,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,1,1,0,0,1,-1
22383,GRANDMASTERS,2026,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,-1,-1,-1,0,-1,1
33714,GRANDMASTERS,1298,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,-1,1,1,0,1,-1
32685,GRANDMASTERS,1389,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1,1,-1,-1,-1,0,-1,0
18446,GRANDMASTERS,2462,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,0,1
26543,GRANDMASTERS,1705,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,0,-1,0,0,1
16304,GRANDMASTERS,1503,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
30327,GRANDMASTERS,1607,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
32659,GRANDMASTERS,1360,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
34042,GRANDMASTERS,1363,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,-1,-1,0,-1,0,1,-1
22443,GRANDMASTERS,1593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
16859,GRANDMASTERS,1279,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
27143,GRANDMASTERS,1176,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
26204,GRANDMASTERS,1338,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,1,1
31525,GRANDMASTERS,2005,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,-1,-1
34601,GRANDMASTERS,1978,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1,1,-1,0,-1,0,-1,-1
32197,GRANDMASTERS,1727,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
23836,GRANDMASTERS,1856,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1,1,-1,-1,-1,0,1,1
20396,GRANDMASTERS,1581,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,0,1,1,-1,0,1,-1
25227,GRANDMASTERS,1144,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,0,0
24280,GRANDMASTERS,2219,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,0,-1,0,1,-1
32509,GRANDMASTERS,1631,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,-1
33283,GRANDMASTERS,2313,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,1,-1,0,1,0,-1,1
31046,GRANDMASTERS,1179,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
35357,GRANDMASTERS,2034,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0,1,-1,1,0,-1,0,1,0
30788,GRANDMASTERS,1326,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
24255,GRANDMASTERS,1629,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,-1,1,1,1,-1,0,-1,1
26370,GRANDMASTERS,1224,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
30163,GRANDMASTERS,1860,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1,0,-1,0,1,-1
31967,GRANDMASTERS,1318,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,0,-1
25553,GRANDMASTERS,1281,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
31970,GRANDMASTERS,877,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,-1,-1,-1,0,1
19470,GRANDMASTERS,1172,1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
24980,GRANDMASTERS,1497,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,0,1,0,-1,-1
33235,GRANDMASTERS,1448,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
35198,GRANDMASTERS,1757,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,-1,0,0,0,-1,1
26011,GRANDMASTERS,1340,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,1,-1,1,1,0,1,-1
21048,GRANDMASTERS,1691,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,1,-1
29026,GRANDMASTERS,1253,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1,1,1,1,-1,-1,0,-1,-1
31845,GRANDMASTERS,1450,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,-1,1,0,1,0
19815,GRANDMASTERS,1535,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
25835,GRANDMASTERS,975,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,1,1,1,1,1,-1,0,-1,-1
33194,GRANDMASTERS,1732,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,-1,-1,1,0,-1,0,-1,0
17775,GRANDMASTERS,1463,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,0,-1
26910,GRANDMASTERS,1381,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,-1
30958,GRANDMASTERS,1854,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,-1,1,0,1,0,1,-1
15549,GRANDMASTERS,1407,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1,-1,-1,1,1,1,0,-1,-1
34265,GRANDMASTERS,1534,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
18620,GRANDMASTERS,1640,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
34597,GRANDMASTERS,1329,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
17367,GRANDMASTERS,911,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
22960,GRANDMASTERS,2075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,0
14162,GRANDMASTERS,1476,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
19515,GRANDMASTERS,1677,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1,1,1,0,1,-1
32940,GRANDMASTERS,1129,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
30745,GRANDMASTERS,2107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,-1,1,1,1,0,0,-1
29716,GRANDMASTERS,1609,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,-1,-1,0,1,1
21469,GRANDMASTERS,1852,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,1,1
21510,GRANDMASTERS,1766,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1,1,1,-1,0,1,0,0,0
22276,GRANDMASTERS,1131,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,1,1,0,0,1
31656,GRANDMASTERS,2039,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,-1,-1,-1,0,1,0,1,1
22780,GRANDMASTERS,1405,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
32079,GRANDMASTERS,1358,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,1,1,1,0,1,-1
33616,GRANDMASTERS,1530,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,-1,0,0,-1
31912,GRANDMASTERS,2144,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1,-1,-1,1,1,0,1,-1
26096,GRANDMASTERS,1557,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,1,-1,1,0,0,0,-1
23240,GRANDMASTERS,1736,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1,1,1,0,1,-1
33033,GRANDMASTERS,2286,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,1,0,-1,0,-1,1
25730,GRANDMASTERS,1431,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,0,1
23428,GRANDMASTERS,1389,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
28603,GRANDMASTERS,1832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,-1,0,1,0,1,0
34032,GRANDMASTERS,1211,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
25640,GRANDMASTERS,1912,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
35067,GRANDMASTERS,2037,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
17056,GRANDMASTERS,2087,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,-1,1,0,0,1,-1
32844,GRANDMASTERS,1917,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,1,-1,-1,-1,0,-1,1
27314,GRANDMASTERS,1191,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
20737,GRANDMASTERS,1588,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1,-1,1,0,1,0,1,-1
27987,GRANDMASTERS,1586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,-1,1
13955,GRANDMASTERS,1451,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,1,-1,-1,0,0,1
24107,GRANDMASTERS,1336,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
21480,GRANDMASTERS,1428,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
23393,GRANDMASTERS,1740,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,-1,0,1,0,0,-1
26609,GRANDMASTERS,1527,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,0,-1,0,-1,1
25852,GRANDMASTERS,1250,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,1,1,0,1,0
26375,GRANDMASTERS,1684,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,0,1,0,1,1
29529,GRANDMASTERS,1643,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
